Name,StageName,Amount,CloseDate,LeadSource,Description,AccountId,id,Offering_Type__c,Sales_Motion__c,Cross_Sell_From__c,Contract_Model__c,Expected_ARR__c,Implementation_Months__c,Data_Volume_Tier__c,Usage_Pricing_Model__c
Expedite Plug-And-Play Portals - US SaaS Mid Funnel,Value Proposition,104072,2026-06-11,Phone Inquiry,Mid-funnel US SaaS opportunities.,95,248,Hybrid Expansion,Expansion,Hybrid,Subscription,89229.53,7,Medium,Pipeline Count
Target Rich Experiences - US SaaS Mid Funnel,Needs Analysis,167243,2026-04-18,Partner Referral,Mid-funnel US SaaS opportunities.,95,249,Hybrid Expansion,Expansion,Hybrid,Retainer,120246.35,2,Medium,Metadata Scale
Strategize Bricks-And-Clicks Niches - US SaaS Mid Funnel,Needs Analysis,236062,2026-06-13,Partner Referral,Mid-funnel US SaaS opportunities.,94,250,Hybrid Expansion,Expansion,Hybrid,Subscription,184832.90,3,Medium,Metadata Scale
Streamline Killer Markets - US SaaS Mid Funnel,Value Proposition,68875,2026-06-02,Phone Inquiry,Mid-funnel US SaaS opportunities.,96,251,Hybrid Expansion,Expansion,Hybrid,Retainer,51895.25,2,Low,Pipeline Count
Expedite Plug-And-Play Architectures - US SaaS Mid Funnel,Value Proposition,196023,2026-06-25,Web,Mid-funnel US SaaS opportunities.,100,252,Hybrid Expansion,Expansion,Hybrid,Retainer,136923.96,7,Medium,Hybrid Usage
Mesh E-Business Channels - US SaaS Mid Funnel,Value Proposition,29807,2026-04-11,Phone Inquiry,Mid-funnel US SaaS opportunities.,97,253,Hybrid Expansion,Expansion,Hybrid,Subscription,21488.58,4,Low,Hybrid Usage
Facilitate Efficient Models - US SaaS Mid Funnel,Needs Analysis,166228,2026-05-10,Partner Referral,Mid-funnel US SaaS opportunities.,91,254,Hybrid Expansion,Expansion,Hybrid,Subscription,134084.09,6,Medium,Data Volume
Whiteboard Innovative Models - US SaaS Proposal,Proposal/Price Quote,154376,2026-05-08,Web,Late-stage US SaaS opportunities.,92,255,Hybrid Expansion,Expansion,Hybrid,Subscription,153844.58,7,Medium,Hybrid Usage
Maximize Cutting-Edge Metrics - US SaaS Proposal,Proposal/Price Quote,192571,2026-03-31,Web,Late-stage US SaaS opportunities.,93,256,Hybrid Expansion,Expansion,Hybrid,Subscription,142801.59,7,Medium,Metadata Scale
Grow Scalable Platforms - US SaaS Proposal,Negotiation/Review,73199,2026-04-19,Web,Late-stage US SaaS opportunities.,96,257,Hybrid Expansion,Expansion,Hybrid,Subscription,61597.21,3,Low,Hybrid Usage
Productize Cross-Platform Partnerships - US SaaS Proposal,Proposal/Price Quote,252168,2026-05-08,Partner Referral,Late-stage US SaaS opportunities.,97,258,Hybrid Expansion,Expansion,Hybrid,Subscription,234687.85,7,High,Pipeline Count
Brand Plug-And-Play Relationships - US SaaS Proposal,Negotiation/Review,164955,2026-05-05,Web,Late-stage US SaaS opportunities.,97,259,Hybrid Expansion,Expansion,Hybrid,Retainer,118652.04,2,Medium,Hybrid Usage
Benchmark Wireless Relationships - US SaaS Proposal,Negotiation/Review,83448,2026-05-27,Partner Referral,Late-stage US SaaS opportunities.,99,260,Hybrid Expansion,Expansion,Hybrid,Subscription,47998.96,5,Low,Pipeline Count
Streamline Customized Bandwidth - US SaaS Proposal,Proposal/Price Quote,167850,2026-05-06,Partner Referral,Late-stage US SaaS opportunities.,92,261,Hybrid Expansion,Expansion,Hybrid,Subscription,92850.97,6,Medium,Pipeline Count
Visualize User-Centric E-Markets - US SaaS Proposal,Proposal/Price Quote,298105,2026-05-03,Phone Inquiry,Late-stage US SaaS opportunities.,94,262,Hybrid Expansion,Expansion,Hybrid,Retainer,296591.39,3,High,Hybrid Usage
Engage Ubiquitous Vortals - US SaaS Proposal,Proposal/Price Quote,202254,2026-04-20,Phone Inquiry,Late-stage US SaaS opportunities.,97,263,Hybrid Expansion,Expansion,Hybrid,Retainer,197551.72,4,Medium,Data Volume
Envisioneer Distributed Channels - US SaaS Proposal,Negotiation/Review,193817,2026-04-29,Phone Inquiry,Late-stage US SaaS opportunities.,94,264,Hybrid Expansion,Expansion,Hybrid,Subscription,158667.12,2,Medium,Data Volume
Productize Leading-Edge Platforms - US SaaS Proposal,Negotiation/Review,76196,2026-05-19,Partner Referral,Late-stage US SaaS opportunities.,92,265,Hybrid Expansion,Expansion,Hybrid,Retainer,62211.62,7,Low,Data Volume
Facilitate Open-Source Applications - US SaaS Proposal,Proposal/Price Quote,225240,2026-05-26,Phone Inquiry,Late-stage US SaaS opportunities.,94,266,Hybrid Expansion,Expansion,Hybrid,Subscription,167382.79,3,Medium,Hybrid Usage
Empower Compelling Niches - US SaaS Closed,Closed Won,250947,2024-10-29,Other,Historical US SaaS outcomes.,94,267,Hybrid Expansion,Expansion,Hybrid,Subscription,180798.41,6,High,Pipeline Count
Deploy Ubiquitous Bandwidth - US SaaS Closed,Closed Won,274909,2024-04-16,Web,Historical US SaaS outcomes.,93,268,Hybrid Expansion,Expansion,Hybrid,Subscription,267504.19,4,High,Data Volume
Harness Customized Channels - US SaaS Closed,Closed Lost,239650,2025-09-30,Web,Historical US SaaS outcomes.,94,269,Hybrid Expansion,Expansion,Hybrid,Subscription,207895.47,3,Medium,Pipeline Count
Deploy Customized Infrastructures - US SaaS Closed,Closed Won,141768,2025-05-21,Other,Historical US SaaS outcomes.,94,270,Hybrid Expansion,Expansion,Hybrid,Subscription,120753.56,5,Medium,Pipeline Count
Target Innovative Action-Items - US SaaS Closed,Closed Lost,108366,2025-02-22,Purchased List,Historical US SaaS outcomes.,92,271,Hybrid Expansion,Expansion,Hybrid,Retainer,89901.03,3,Medium,Hybrid Usage
Synthesize Out-Of-The-Box Bandwidth - US SaaS Closed,Closed Won,181931,2025-02-06,Other,Historical US SaaS outcomes.,99,272,Hybrid Expansion,Expansion,Hybrid,Retainer,118382.36,7,Medium,Hybrid Usage
Scale B2C Solutions - US SaaS Closed,Closed Won,18472,2024-12-08,Web,Historical US SaaS outcomes.,97,273,Hybrid Expansion,Expansion,Hybrid,Subscription,17928.14,2,Low,Hybrid Usage
Architect Real-Time Metrics - US SaaS Closed,Closed Lost,57630,2025-12-29,Purchased List,Historical US SaaS outcomes.,94,274,Hybrid Expansion,Expansion,Hybrid,Subscription,52411.01,3,Low,Metadata Scale
Orchestrate Visionary E-Markets - US SaaS Closed,Closed Lost,43518,2024-05-14,Purchased List,Historical US SaaS outcomes.,97,275,Hybrid Expansion,Expansion,Hybrid,Subscription,23969.83,7,Low,Metadata Scale
Incentivize Robust Info-Mediaries - US SaaS Closed,Closed Lost,118399,2025-02-28,Other,Historical US SaaS outcomes.,93,276,Hybrid Expansion,Expansion,Hybrid,Retainer,67958.70,6,Medium,Hybrid Usage
Engineer Mission-Critical Info-Mediaries - US SaaS Closed,Closed Lost,201414,2024-07-02,Web,Historical US SaaS outcomes.,94,277,Hybrid Expansion,Expansion,Hybrid,Retainer,181409.24,3,Medium,Data Volume
Extend Plug-And-Play Infrastructures - US SaaS Closed,Closed Lost,271259,2026-03-16,Web,Historical US SaaS outcomes.,95,278,Hybrid Expansion,Expansion,Hybrid,Retainer,234005.12,6,High,Pipeline Count
Drive Open-Source Systems - Data Platform Services Discovery,Prospecting,279968,2026-03-23,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,66,279,Services New Logo,Outbound,None,Time & Materials,103646.28,7,High,None
Synthesize Front-End Vortals - Data Platform Services Discovery,Prospecting,419709,2026-05-30,Partner Referral,Services-led opportunity (strategy/platform/migration).,47,280,Services New Logo,Outbound,None,Retainer,154401.07,7,High,None
Visualize Compelling Architectures - Data Platform Services Discovery,Prospecting,53633,2026-09-16,Partner Referral,Services-led opportunity (strategy/platform/migration).,42,281,Services New Logo,Partner-led,None,Retainer,26704.75,8,Low,None
Transition Cross-Media E-Business - Data Platform Services Discovery,Prospecting,425782,2026-07-15,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,53,282,Services New Logo,Outbound,None,Project-based,94325.52,5,High,None
Visualize Killer E-Business - Data Platform Services Discovery,Prospecting,123724,2026-03-22,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,45,283,Services New Logo,Inbound,None,Project-based,40511.99,12,Medium,None
Incubate Visionary Applications - Data Platform Services Discovery,Prospecting,178244,2026-06-19,Other,Services-led opportunity (strategy/platform/migration).,46,284,Services New Logo,Outbound,None,Retainer,77466.28,7,Medium,None
Target Clicks-And-Mortar Channels - Data Platform Services Discovery,Prospecting,335262,2026-05-26,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,45,285,Services New Logo,Partner-led,None,Retainer,101260.91,4,High,None
Syndicate Strategic Convergence - Data Platform Services Discovery,Prospecting,85704,2026-09-29,Other,Services-led opportunity (strategy/platform/migration).,38,286,Services New Logo,Partner-led,None,Retainer,34921.33,7,Low,None
Generate End-To-End Networks - Data Platform Services Discovery,Prospecting,227816,2026-10-06,Partner Referral,Services-led opportunity (strategy/platform/migration).,41,287,Services New Logo,Outbound,None,Project-based,92373.04,10,Medium,None
Exploit Dot-Com Info-Mediaries - Data Platform Services Discovery,Prospecting,109196,2026-06-17,Partner Referral,Services-led opportunity (strategy/platform/migration).,53,288,Services New Logo,Partner-led,None,Time & Materials,45794.63,10,Medium,None
Transform Best-Of-Breed Schemas - Data Platform Services Discovery,Prospecting,143995,2026-06-05,Partner Referral,Services-led opportunity (strategy/platform/migration).,52,289,Services New Logo,Partner-led,None,Project-based,42783.74,10,Medium,None
Productize Extensible Schemas - Data Platform Services Discovery,Prospecting,168903,2026-04-16,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,64,290,Services New Logo,Inbound,None,Time & Materials,66461.72,8,Medium,None
Scale Visionary Channels - Data Platform Services Discovery,Prospecting,300237,2026-09-23,Partner Referral,Services-led opportunity (strategy/platform/migration).,49,291,Services New Logo,Inbound,None,Time & Materials,128923.75,12,High,None
Deploy Best-Of-Breed Channels - Data Platform Services Discovery,Prospecting,300717,2026-08-23,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,38,292,Services New Logo,Partner-led,None,Project-based,67949.17,9,High,None
Brand User-Centric Action-Items - Data Platform Services Discovery,Prospecting,71002,2026-09-24,Other,Services-led opportunity (strategy/platform/migration).,63,293,Services New Logo,Inbound,None,Time & Materials,15392.32,5,Low,None
Monetize Efficient Metrics - Data Platform Services Discovery,Prospecting,82244,2026-08-18,Partner Referral,Services-led opportunity (strategy/platform/migration).,41,294,Services New Logo,Outbound,None,Project-based,36303.65,6,Low,None
Incentivize Viral Web Services - Data Platform Services Discovery,Prospecting,381592,2026-05-12,Other,Services-led opportunity (strategy/platform/migration).,51,295,Services New Logo,Outbound,None,Time & Materials,115385.60,9,High,None
Deploy Granular Paradigms - Data Platform Services Discovery,Prospecting,137228,2026-04-13,Partner Referral,Services-led opportunity (strategy/platform/migration).,48,296,Services New Logo,Outbound,None,Time & Materials,47150.40,6,Medium,None
Embrace Open-Source Web Services - Data Platform Services Discovery,Prospecting,267667,2026-10-02,Other,Services-led opportunity (strategy/platform/migration).,51,297,Services New Logo,Partner-led,None,Retainer,133604.49,6,High,None
Redefine Clicks-And-Mortar Bandwidth - Data Platform Services Discovery,Prospecting,154150,2026-09-03,Partner Referral,Services-led opportunity (strategy/platform/migration).,52,298,Services New Logo,Outbound,None,Project-based,67555.90,6,Medium,None
Reinvent Efficient Markets - Data Platform Services Discovery,Prospecting,49663,2026-08-10,Partner Referral,Services-led opportunity (strategy/platform/migration).,52,299,Services New Logo,Outbound,None,Project-based,23009.09,3,Low,None
Seize Interactive Deliverables - Data Platform Services Discovery,Prospecting,92932,2026-05-06,Partner Referral,Services-led opportunity (strategy/platform/migration).,65,300,Services New Logo,Inbound,None,Time & Materials,37245.98,11,Medium,None
Transform Extensible Supply-Chains - Data Platform Services Discovery,Prospecting,134903,2026-07-17,Partner Referral,Services-led opportunity (strategy/platform/migration).,42,301,Services New Logo,Inbound,None,Time & Materials,53053.07,9,Medium,None
Transition Dot-Com Networks - Data Platform Services Discovery,Prospecting,246397,2026-10-05,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,51,302,Services New Logo,Outbound,None,Project-based,99953.62,4,Medium,None
Synthesize Distributed Channels - Data Platform Services Discovery,Prospecting,133181,2026-05-15,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,52,303,Services New Logo,Inbound,None,Retainer,29282.01,9,Medium,None
Embrace Innovative Applications - Data Platform Services Discovery,Prospecting,228831,2026-07-24,Partner Referral,Services-led opportunity (strategy/platform/migration).,47,304,Services New Logo,Partner-led,None,Time & Materials,86708.63,12,Medium,None
Synthesize Killer Systems - Data Platform Services Discovery,Prospecting,274752,2026-09-16,Partner Referral,Services-led opportunity (strategy/platform/migration).,43,305,Services New Logo,Outbound,None,Project-based,109468.05,11,High,None
Integrate Dynamic Bandwidth - Data Platform Services Discovery,Prospecting,58971,2026-07-26,Other,Services-led opportunity (strategy/platform/migration).,49,306,Services New Logo,Partner-led,None,Time & Materials,27812.92,6,Low,None
Enable Extensible Vortals - Data Platform Services Discovery,Prospecting,267233,2026-06-05,Partner Referral,Services-led opportunity (strategy/platform/migration).,51,307,Services New Logo,Outbound,None,Time & Materials,98437.33,3,High,None
Streamline Extensible Content - Data Platform Services Discovery,Prospecting,98400,2026-06-18,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,61,308,Services New Logo,Inbound,None,Project-based,29939.25,10,Medium,None
Redefine B2C Bandwidth - Data Platform Services Discovery,Prospecting,146664,2026-10-02,Partner Referral,Services-led opportunity (strategy/platform/migration).,55,309,Services New Logo,Outbound,None,Retainer,58486.72,7,Medium,None
Brand Proactive Schemas - Data Platform Services Discovery,Prospecting,147629,2026-07-22,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,57,310,Services New Logo,Partner-led,None,Time & Materials,54801.54,6,Medium,None
Enhance 24/7 Convergence - Data Platform Services Discovery,Prospecting,385466,2026-07-30,Partner Referral,Services-led opportunity (strategy/platform/migration).,41,311,Services New Logo,Partner-led,None,Time & Materials,185242.45,8,High,None
Aggregate Granular Roi - Data Platform Services Discovery,Prospecting,107057,2026-06-29,Other,Services-led opportunity (strategy/platform/migration).,42,312,Services New Logo,Inbound,None,Project-based,35869.69,9,Medium,None
Unleash B2C Metrics - Data Platform Services Discovery,Prospecting,295350,2026-03-22,Partner Referral,Services-led opportunity (strategy/platform/migration).,60,313,Services New Logo,Partner-led,None,Project-based,136290.38,12,High,None
Generate Best-Of-Breed Eyeballs - Data Platform Services Discovery,Prospecting,386906,2026-08-28,Phone Inquiry,Services-led opportunity (strategy/platform/migration).,49,314,Services New Logo,Partner-led,None,Time & Materials,136901.46,7,High,None
Exploit Interactive Paradigms - Services Qualification,Qualification,316333,2026-09-06,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,50,315,Services New Logo,Outbound,None,Time & Materials,89596.29,9,High,None
Engineer Distributed E-Tailers - Services Qualification,Qualification,525337,2026-05-25,Web,Qualified services demand in APAC enterprises/SMEs.,66,316,Services New Logo,Outbound,None,Retainer,260218.44,11,High,None
Drive Enterprise Content - Services Qualification,Qualification,219712,2026-04-10,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,58,317,Services New Logo,Outbound,None,Time & Materials,105064.40,12,Medium,None
Reinvent Innovative Bandwidth - Services Qualification,Qualification,568177,2026-05-31,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,46,318,Services New Logo,Inbound,None,Project-based,171365.37,9,High,None
Exploit Frictionless Channels - Services Qualification,Qualification,126994,2026-06-09,Web,Qualified services demand in APAC enterprises/SMEs.,53,319,Services New Logo,Partner-led,None,Time & Materials,43889.47,8,Medium,None
Brand 24/7 E-Markets - Services Qualification,Qualification,140666,2026-03-21,Web,Qualified services demand in APAC enterprises/SMEs.,42,320,Services New Logo,Inbound,None,Retainer,30532.16,3,Medium,None
Synergize Revolutionary Relationships - Services Qualification,Qualification,340080,2026-03-24,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,59,321,Services New Logo,Outbound,None,Project-based,109103.25,11,High,None
Synergize Turn-Key Infrastructures - Services Qualification,Qualification,229020,2026-06-19,Web,Qualified services demand in APAC enterprises/SMEs.,61,322,Services New Logo,Inbound,None,Retainer,60020.13,8,Medium,None
Benchmark Granular Convergence - Services Qualification,Qualification,467821,2026-07-15,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,66,323,Services New Logo,Partner-led,None,Time & Materials,176532.49,4,High,None
Engineer Open-Source Functionalities - Services Qualification,Qualification,218398,2026-03-26,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,37,324,Services New Logo,Partner-led,None,Time & Materials,46664.29,11,Medium,None
Aggregate Mission-Critical Partnerships - Services Qualification,Qualification,544553,2026-06-18,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,64,325,Services New Logo,Partner-led,None,Time & Materials,115938.36,7,High,None
Harness Granular Infrastructures - Services Qualification,Qualification,108563,2026-06-07,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,60,326,Services New Logo,Partner-led,None,Project-based,36537.88,12,Medium,None
Innovate Cross-Platform Vortals - Services Qualification,Qualification,356264,2026-03-23,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,60,327,Services New Logo,Partner-led,None,Retainer,76093.25,11,High,None
Leverage B2B Relationships - Services Qualification,Qualification,525851,2026-04-11,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,44,328,Services New Logo,Partner-led,None,Retainer,251678.76,7,High,None
Target 24/7 Markets - Services Qualification,Qualification,199017,2026-05-03,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,54,329,Services New Logo,Outbound,None,Time & Materials,93877.85,5,Medium,None
Empower Intuitive Relationships - Services Qualification,Qualification,269164,2026-07-07,Web,Qualified services demand in APAC enterprises/SMEs.,55,330,Services New Logo,Inbound,None,Retainer,54057.84,3,High,None
Incentivize Wireless Relationships - Services Qualification,Qualification,171930,2026-06-19,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,55,331,Services New Logo,Outbound,None,Retainer,65105.96,11,Medium,None
Re-Intermediate Compelling Functionalities - Services Qualification,Qualification,367227,2026-06-02,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,43,332,Services New Logo,Outbound,None,Time & Materials,153001.76,10,High,None
Enable Sticky Niches - Services Qualification,Qualification,322998,2026-07-13,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,52,333,Services New Logo,Partner-led,None,Retainer,139353.34,6,High,None
Revolutionize Visionary Infrastructures - Services Qualification,Qualification,397293,2026-07-08,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,62,334,Services New Logo,Partner-led,None,Time & Materials,160617.33,4,High,None
Transform Global Partnerships - Services Qualification,Qualification,326450,2026-05-10,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,49,335,Services New Logo,Outbound,None,Retainer,106275.72,11,High,None
Iterate Proactive Synergies - Services Qualification,Qualification,521031,2026-04-22,Web,Qualified services demand in APAC enterprises/SMEs.,55,336,Services New Logo,Partner-led,None,Time & Materials,191888.20,9,High,None
Aggregate Integrated Architectures - Services Qualification,Qualification,457642,2026-06-20,Web,Qualified services demand in APAC enterprises/SMEs.,42,337,Services New Logo,Partner-led,None,Retainer,152477.48,4,High,None
Enable Value-Added Systems - Services Qualification,Qualification,60170,2026-08-02,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,51,338,Services New Logo,Partner-led,None,Retainer,21758.82,6,Low,None
Innovate Real-Time Architectures - Services Qualification,Qualification,513901,2026-06-29,Web,Qualified services demand in APAC enterprises/SMEs.,43,339,Services New Logo,Partner-led,None,Time & Materials,114720.08,5,High,None
Grow Plug-And-Play Systems - Services Qualification,Qualification,121524,2026-06-25,Web,Qualified services demand in APAC enterprises/SMEs.,62,340,Services New Logo,Outbound,None,Project-based,59015.16,10,Medium,None
Optimize Seamless Users - Services Qualification,Qualification,500974,2026-06-27,Partner Referral,Qualified services demand in APAC enterprises/SMEs.,50,341,Services New Logo,Partner-led,None,Retainer,101766.02,4,High,None
Scale Revolutionary Methodologies - Services Qualification,Qualification,307313,2026-07-07,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,49,342,Services New Logo,Outbound,None,Project-based,94291.99,3,High,None
Monetize Rich Metrics - Services Qualification,Qualification,124218,2026-06-13,Web,Qualified services demand in APAC enterprises/SMEs.,49,343,Services New Logo,Partner-led,None,Retainer,37712.45,8,Medium,None
Engineer Web-Enabled Methodologies - Services Qualification,Qualification,591280,2026-07-18,Phone Inquiry,Qualified services demand in APAC enterprises/SMEs.,40,344,Services New Logo,Partner-led,None,Project-based,171796.87,4,High,None
Reinvent Holistic Relationships - Services Qualification,Qualification,190671,2026-04-10,Web,Qualified services demand in APAC enterprises/SMEs.,54,345,Services New Logo,Inbound,None,Retainer,57227.38,6,Medium,None
Matrix User-Centric Infrastructures - Services Qualification,Qualification,442746,2026-05-20,Web,Qualified services demand in APAC enterprises/SMEs.,45,346,Services New Logo,Partner-led,None,Project-based,144488.09,9,High,None
Productize Integrated Initiatives - Services Needs Analysis,Needs Analysis,558940,2026-05-26,Other,Architecture and governance assessment scope.,64,347,SaaS New Logo,Inbound,None,Subscription,451311.70,1,High,Data Volume
Exploit Leading-Edge Schemas - Services Needs Analysis,Needs Analysis,613481,2026-04-29,Phone Inquiry,Architecture and governance assessment scope.,55,348,SaaS New Logo,Outbound,None,Subscription,532114.73,3,High,Data Volume
Matrix Seamless Web-Readiness - Services Needs Analysis,Needs Analysis,423054,2026-04-06,Partner Referral,Architecture and governance assessment scope.,38,349,SaaS New Logo,Inbound,None,Subscription,477372.59,4,High,Metadata Scale
Incubate 24/365 E-Tailers - Services Needs Analysis,Needs Analysis,206799,2026-05-09,Partner Referral,Architecture and governance assessment scope.,60,350,SaaS New Logo,Partner-led,None,Subscription,219163.68,1,Medium,Data Volume
Syndicate Out-Of-The-Box Methodologies - Services Needs Analysis,Needs Analysis,108302,2026-07-18,Partner Referral,Architecture and governance assessment scope.,43,351,SaaS New Logo,Outbound,None,Subscription,83872.75,1,Medium,Data Volume
Iterate Frictionless Portals - Services Needs Analysis,Needs Analysis,340318,2026-08-07,Phone Inquiry,Architecture and governance assessment scope.,62,352,SaaS New Logo,Outbound,None,Subscription,338384.78,4,High,Hybrid Usage
Grow Integrated Eyeballs - Services Needs Analysis,Needs Analysis,227047,2026-06-23,Phone Inquiry,Architecture and governance assessment scope.,56,353,SaaS New Logo,Inbound,None,Subscription,203405.29,4,Medium,Hybrid Usage
Optimize Integrated Supply-Chains - Services Needs Analysis,Needs Analysis,461787,2026-06-28,Other,Architecture and governance assessment scope.,57,354,SaaS New Logo,Inbound,None,Subscription,501786.84,3,High,Data Volume
Re-Intermediate Efficient Methodologies - Services Needs Analysis,Needs Analysis,140976,2026-06-28,Other,Architecture and governance assessment scope.,38,355,SaaS New Logo,Partner-led,None,Subscription,126280.71,1,Medium,Metadata Scale
Aggregate Turn-Key Partnerships - Services Needs Analysis,Needs Analysis,660828,2026-04-07,Phone Inquiry,Architecture and governance assessment scope.,64,356,SaaS New Logo,Partner-led,None,Subscription,551953.55,4,High,Data Volume
Matrix Value-Added Eyeballs - Services Needs Analysis,Needs Analysis,661458,2026-05-26,Phone Inquiry,Architecture and governance assessment scope.,52,357,SaaS New Logo,Inbound,None,Subscription,547096.11,1,High,Metadata Scale
Embrace Magnetic Models - Services Needs Analysis,Needs Analysis,385875,2026-06-04,Partner Referral,Architecture and governance assessment scope.,44,358,SaaS New Logo,Partner-led,None,Subscription,298217.70,4,High,Data Volume
Productize Distributed Synergies - Services Needs Analysis,Needs Analysis,743653,2026-04-14,Other,Architecture and governance assessment scope.,45,359,SaaS New Logo,Inbound,None,Subscription,684052.94,4,Very High,Hybrid Usage
Drive One-To-One Info-Mediaries - Services Needs Analysis,Needs Analysis,218879,2026-08-06,Phone Inquiry,Architecture and governance assessment scope.,59,360,SaaS New Logo,Inbound,None,Subscription,164940.68,3,Medium,Data Volume
Integrate 24/7 Action-Items - Services Needs Analysis,Needs Analysis,216376,2026-06-16,Partner Referral,Architecture and governance assessment scope.,41,361,SaaS New Logo,Inbound,None,Subscription,201483.27,1,Medium,Data Volume
Embrace Innovative Schemas - Services Needs Analysis,Needs Analysis,725094,2026-06-24,Partner Referral,Architecture and governance assessment scope.,51,362,SaaS New Logo,Inbound,None,Subscription,604826.63,1,Very High,Pipeline Count
Whiteboard Global Infrastructures - Services Needs Analysis,Needs Analysis,695859,2026-05-27,Partner Referral,Architecture and governance assessment scope.,62,363,SaaS New Logo,Outbound,None,Subscription,553905.28,4,High,Data Volume
Grow B2C Web Services - Services Needs Analysis,Needs Analysis,524874,2026-04-04,Other,Architecture and governance assessment scope.,53,364,SaaS New Logo,Outbound,None,Subscription,458040.84,3,High,Hybrid Usage
Deploy Transparent Synergies - Services Needs Analysis,Needs Analysis,232588,2026-07-03,Partner Referral,Architecture and governance assessment scope.,64,365,SaaS New Logo,Outbound,None,Subscription,242976.80,4,Medium,Pipeline Count
Synergize Open-Source Schemas - Services Needs Analysis,Needs Analysis,517388,2026-03-31,Phone Inquiry,Architecture and governance assessment scope.,43,366,SaaS New Logo,Inbound,None,Subscription,406876.91,3,High,Data Volume
Exploit Holistic Technologies - Services Needs Analysis,Needs Analysis,566803,2026-03-29,Other,Architecture and governance assessment scope.,57,367,SaaS New Logo,Partner-led,None,Subscription,549147.52,1,High,Pipeline Count
Transform World-Class Web Services - Services Needs Analysis,Needs Analysis,745819,2026-03-25,Other,Architecture and governance assessment scope.,46,368,SaaS New Logo,Outbound,None,Subscription,527863.15,4,Very High,Hybrid Usage
Revolutionize Proactive Communities - Services Needs Analysis,Needs Analysis,502853,2026-03-24,Phone Inquiry,Architecture and governance assessment scope.,48,369,SaaS New Logo,Outbound,None,Subscription,486786.86,4,High,Data Volume
Redefine Compelling E-Tailers - Services Needs Analysis,Needs Analysis,512722,2026-03-29,Phone Inquiry,Architecture and governance assessment scope.,66,370,SaaS New Logo,Outbound,None,Subscription,404518.96,2,High,Pipeline Count
Scale Front-End Web Services - Services Needs Analysis,Needs Analysis,116680,2026-07-09,Other,Architecture and governance assessment scope.,44,371,SaaS New Logo,Partner-led,None,Subscription,125169.00,2,Medium,Metadata Scale
Engage End-To-End E-Tailers - Services Needs Analysis,Needs Analysis,243222,2026-05-26,Other,Architecture and governance assessment scope.,51,372,SaaS New Logo,Outbound,None,Subscription,251154.95,3,Medium,Hybrid Usage
Enhance Compelling Systems - Services Proposal Value,Value Proposition,422454,2026-05-01,Web,Outcome-focused proposal for services engagement.,44,373,Services New Logo,Partner-led,None,Retainer,191560.66,3,High,None
Architect Integrated Vortals - Services Proposal Value,Value Proposition,585731,2026-04-19,Partner Referral,Outcome-focused proposal for services engagement.,43,374,Services New Logo,Partner-led,None,Project-based,211810.19,5,High,None
Reinvent Scalable Methodologies - Services Proposal Value,Value Proposition,304842,2026-04-01,Phone Inquiry,Outcome-focused proposal for services engagement.,49,375,Services New Logo,Inbound,None,Time & Materials,116930.21,12,High,None
Empower Customized Info-Mediaries - Services Proposal Value,Value Proposition,405537,2026-06-20,Web,Outcome-focused proposal for services engagement.,49,376,Services New Logo,Inbound,None,Project-based,123768.99,8,High,None
Unleash Seamless Channels - Services Proposal Value,Value Proposition,394733,2026-05-07,Partner Referral,Outcome-focused proposal for services engagement.,42,377,Services New Logo,Outbound,None,Project-based,186470.32,11,High,None
Streamline Compelling Models - Services Proposal Value,Value Proposition,543806,2026-05-09,Web,Outcome-focused proposal for services engagement.,41,378,Services New Logo,Outbound,None,Time & Materials,180752.37,5,High,None
